id,display_name,display_name_alternatives,type,season,description
20987,朝鮮朝顔,,季語,夏,晩夏(小暑から立秋の前日まで)
20988,朝曇,,季語,夏,晩夏(小暑から立秋の前日まで)
20989,朝凪,,季語,夏,晩夏(小暑から立秋の前日まで)
20990,長辛螺,,季語,夏,
20991,長刀踊,,季語,夏,初夏(立夏から芒種の前日まで)
20992,鳥黐搗,,季語,夏,晩夏(小暑から立秋の前日まで)
20993,鎮火祭,,季語,夏,晩夏(小暑から立秋の前日まで)
20994,津走,,季語,夏,仲夏(芒種から小暑の前日まで)
20995,津島祭,,季語,夏,晩夏(小暑から立秋の前日まで)
20996,椎の花,,季語,夏,仲夏(芒種から小暑の前日まで)
20997,椎若葉,,季語,夏,初夏(立夏から芒種の前日まで)
20998,椎落葉,,季語,夏,初夏(立夏から芒種の前日まで)
20999,追川魚,,季語,夏,
21000,通し鴨,,季語,夏,
21001,佃祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21002,椿挿す,,季語,夏,仲夏(芒種から小暑の前日まで)
21003,吊忍,,季語,夏,
21004,釣堀,,季語,夏,
21005,定家葛の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21006,定斎売,,季語,夏,
21007,庭石菖,,季語,夏,初夏(立夏から芒種の前日まで)
21008,梯梧,,季語,夏,
21009,泥鰌鍋,,季語,夏,
21010,滴り,,季語,夏,
21011,鉄線花,,季語,夏,初夏(立夏から芒種の前日まで)
21012,天瓜粉,,季語,夏,
21013,天牛,,季語,夏,晩夏(小暑から立秋の前日まで)
21014,天蚕,,季語,夏,晩夏(小暑から立秋の前日まで)
21015,天師を画く,,季語,夏,仲夏(芒種から小暑の前日まで)
21016,天草,,季語,夏,
21017,天草取,,季語,夏,
21018,天道虫,,季語,夏,
21019,天満祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21020,甜瓜,,季語,夏,晩夏(小暑から立秋の前日まで)
21021,伝教会,,季語,夏,仲夏(芒種から小暑の前日まで)
21022,田下駄,,季語,夏,仲夏(芒種から小暑の前日まで)
21023,田亀,,季語,夏,
21024,田舟,,季語,夏,仲夏(芒種から小暑の前日まで)
21025,田植,"たうえ,たうゑ",季語,夏,仲夏(芒種から小暑の前日まで)
21026,田植唄,,季語,夏,仲夏(芒種から小暑の前日まで)
21027,田植花,,季語,夏,仲夏(芒種から小暑の前日まで)
21028,田植時,,季語,夏,仲夏(芒種から小暑の前日まで)
21029,田植布子,,季語,夏,仲夏(芒種から小暑の前日まで)
21030,田水沸く,,季語,夏,晩夏(小暑から立秋の前日まで)
21031,田草取,,季語,夏,晩夏(小暑から立秋の前日まで)
21032,杜若,,季語,夏,仲夏(芒種から小暑の前日まで)
21033,杜鵑花,,季語,夏,仲夏(芒種から小暑の前日まで)
21034,登山,,季語,夏,晩夏(小暑から立秋の前日まで)
21035,都草,,季語,夏,初夏(立夏から芒種の前日まで)
21036,土用,"土用鰻,土用蜆,土用餅",季語,夏,晩夏(小暑から立秋の前日まで)
21037,土用あい,,季語,夏,晩夏(小暑から立秋の前日まで)
21038,土用灸,,季語,夏,晩夏(小暑から立秋の前日まで)
21039,土用芝居,,季語,夏,晩夏(小暑から立秋の前日まで)
21040,土用東風,,季語,夏,晩夏(小暑から立秋の前日まで)
21041,土用凪,,季語,夏,晩夏(小暑から立秋の前日まで)
21042,土用波,,季語,夏,晩夏(小暑から立秋の前日まで)
21043,唐崎参,,季語,夏,晩夏(小暑から立秋の前日まで)
21044,唐糸草,,季語,夏,晩夏(小暑から立秋の前日まで)
21045,唐辛子の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21046,桃引符,,季語,夏,仲夏(芒種から小暑の前日まで)
21047,桃葉湯,,季語,夏,晩夏(小暑から立秋の前日まで)
21048,湯殿詣,湯殿,季語,夏,
21049,湯餅を進む,,季語,夏,晩夏(小暑から立秋の前日まで)
21050,筒鳥,,季語,夏,
21051,藤森祭,,季語,夏,初夏(立夏から芒種の前日まで)
21052,豆植う,,季語,夏,初夏(立夏から芒種の前日まで)
21053,豆飯,,季語,夏,初夏(立夏から芒種の前日まで)
21054,陶枕,,季語,夏,
21055,道饗祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21056,鴇草,,季語,夏,仲夏(芒種から小暑の前日まで)
21057,毒空木の花,,季語,夏,初夏(立夏から芒種の前日まで)
21058,毒消売,,季語,夏,
21059,独活の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21060,独立祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21061,栃の花,,季語,夏,初夏(立夏から芒種の前日まで)
21062,突羽根の花,,季語,夏,初夏(立夏から芒種の前日まで)
21063,鳶尾草,,季語,夏,仲夏(芒種から小暑の前日まで)
21064,敦盛草,,季語,夏,仲夏(芒種から小暑の前日まで)
21065,奈良漬製す,,季語,夏,晩夏(小暑から立秋の前日まで)
21066,那智火祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21067,内雀,,季語,夏,晩夏(小暑から立秋の前日まで)
21068,南瓜の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21069,南京虫,,季語,夏,
21070,南天の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21071,南風,,季語,夏,
21072,楠公祭,,季語,夏,初夏(立夏から芒種の前日まで)
21073,二葉葵,,季語,夏,初夏(立夏から芒種の前日まで)
21074,賑給,,季語,夏,仲夏(芒種から小暑の前日まで)
21075,肉桂水,,季語,夏,
21076,虹,,季語,夏,
21077,日光黄菅,,季語,夏,晩夏(小暑から立秋の前日まで)
21078,日光東照宮祭,,季語,夏,初夏(立夏から芒種の前日まで)
21079,日向水,,季語,夏,晩夏(小暑から立秋の前日まで)
21080,日傘,,季語,夏,
21081,日射病,,季語,夏,晩夏(小暑から立秋の前日まで)
21082,日除,,季語,夏,
21083,日焼,,季語,夏,
21084,日焼田,,季語,夏,晩夏(小暑から立秋の前日まで)
21085,日雀,,季語,夏,
21086,日盛,,季語,夏,晩夏(小暑から立秋の前日まで)
21087,日日草,,季語,夏,
21088,入梅,,季語,夏,仲夏(芒種から小暑の前日まで)
21089,韮の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21090,忍,,季語,夏,
21091,忍冬の花,,季語,夏,初夏(立夏から芒種の前日まで)
21092,熱砂,,季語,夏,晩夏(小暑から立秋の前日まで)
21093,熱帯魚,,季語,夏,
21094,熱帯夜,,季語,夏,晩夏(小暑から立秋の前日まで)
21095,熱田祭,,季語,夏,仲夏(芒種から小暑の前日まで)
21096,熱風,,季語,夏,晩夏(小暑から立秋の前日まで)
21097,納豆造る,,季語,夏,晩夏(小暑から立秋の前日まで)
21098,蚤,,季語,夏,
21099,蚤取粉,,季語,夏,
21100,巴旦杏,,季語,夏,仲夏(芒種から小暑の前日まで)
21101,破れ傘,,季語,夏,仲夏(芒種から小暑の前日まで)
21102,芭蕉の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21103,芭蕉布,,季語,夏,
21104,馬陸,,季語,夏,
21105,馬鈴薯の花,,季語,夏,初夏(立夏から芒種の前日まで)
21106,梅雨,,季語,夏,仲夏(芒種から小暑の前日まで)
21107,梅雨の月梅雨の星,,季語,夏,仲夏(芒種から小暑の前日まで)
21108,梅雨の山,,季語,夏,仲夏(芒種から小暑の前日まで)
21109,梅雨寒,,季語,夏,仲夏(芒種から小暑の前日まで)
21110,梅雨空,,季語,夏,仲夏(芒種から小暑の前日まで)
21111,梅雨穴,,季語,夏,仲夏(芒種から小暑の前日まで)
21112,梅雨晴,,季語,夏,仲夏(芒種から小暑の前日まで)
21113,梅雨茸,,季語,夏,仲夏(芒種から小暑の前日まで)
21114,梅雨曇,,季語,夏,仲夏(芒種から小暑の前日まで)
21115,梅雨明,,季語,夏,晩夏(小暑から立秋の前日まで)
21116,梅雨雷,,季語,夏,仲夏(芒種から小暑の前日まで)
21117,梅笠草,,季語,夏,仲夏(芒種から小暑の前日まで)
21118,梅干,,季語,夏,晩夏(小暑から立秋の前日まで)
21119,梅酒,,季語,夏,晩夏(小暑から立秋の前日まで)
21120,梅鉢草,,季語,夏,晩夏(小暑から立秋の前日まで)
21121,萩若葉,,季語,夏,初夏(立夏から芒種の前日まで)
21122,博多祗園山笠,,季語,夏,晩夏(小暑から立秋の前日まで)
21123,柏餅,,季語,夏,初夏(立夏から芒種の前日まで)
21124,柏落葉,,季語,夏,初夏(立夏から芒種の前日まで)
21125,白蟻,,季語,夏,
21126,白玉,,季語,夏,
21127,白屈菜,,季語,夏,仲夏(芒種から小暑の前日まで)
21128,白靴,,季語,夏,
21129,白根葵,,季語,夏,晩夏(小暑から立秋の前日まで)
21130,白鷺,,季語,夏,
21131,白山一花,,季語,夏,晩夏(小暑から立秋の前日まで)
21132,白重,,季語,夏,初夏(立夏から芒種の前日まで)
21133,白丁花,,季語,夏,初夏(立夏から芒種の前日まで)
21134,白南風,,季語,夏,晩夏(小暑から立秋の前日まで)
21135,白服,,季語,夏,晩夏(小暑から立秋の前日まで)
21136,白麻刈る,,季語,夏,晩夏(小暑から立秋の前日まで)
21137,白夜,,季語,夏,仲夏(芒種から小暑の前日まで)
21138,白絣,,季語,夏,晩夏(小暑から立秋の前日まで)
21139,薄荷刈る,,季語,夏,仲夏(芒種から小暑の前日まで)
21140,薄暑,,季語,夏,初夏(立夏から芒種の前日まで)
21141,薄雪草,,季語,夏,晩夏(小暑から立秋の前日まで)
21142,薄翅蜉蝣,,季語,夏,晩夏(小暑から立秋の前日まで)
21143,莫告藻,,季語,夏,仲夏(芒種から小暑の前日まで)
21144,麦,,季語,夏,初夏(立夏から芒種の前日まで)
21145,麦の黒穂,,季語,夏,初夏(立夏から芒種の前日まで)
21146,麦の秋,,季語,夏,初夏(立夏から芒種の前日まで)
21147,麦の秋風,,季語,夏,初夏(立夏から芒種の前日まで)
21148,麦扱,,季語,夏,初夏(立夏から芒種の前日まで)
21149,麦刈,,季語,夏,
21150,麦打,,季語,夏,初夏(立夏から芒種の前日まで)
21151,麦笛,,季語,夏,初夏(立夏から芒種の前日まで)
21152,麦湯,,季語,夏,
21153,麦飯,,季語,夏,初夏(立夏から芒種の前日まで)
21154,麦落雁,,季語,夏,
21155,麦藁,,季語,夏,初夏(立夏から芒種の前日まで)
21156,麦藁菊,,季語,夏,晩夏(小暑から立秋の前日まで)
21157,麦藁章魚,,季語,夏,仲夏(芒種から小暑の前日まで)
21158,麦藁鯛,,季語,夏,仲夏(芒種から小暑の前日まで)
21159,麦藁籠,,季語,夏,仲夏(芒種から小暑の前日まで)
21160,麦藁鯊,,季語,夏,仲夏(芒種から小暑の前日まで)
21161,箱眼鏡,,季語,夏,
21162,箱根空木の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21163,箱釣,,季語,夏,
21164,箱庭,,季語,夏,
21165,櫨の花,,季語,夏,初夏(立夏から芒種の前日まで)
21166,肌脱ぎ,,季語,夏,晩夏(小暑から立秋の前日まで)
21167,八重葎,,季語,夏,
21168,八瀬祭,,季語,夏,初夏(立夏から芒種の前日まで)
21169,髪洗ふ,,季語,夏,
21170,半ズボン,,季語,夏,
21171,半夏生,,季語,夏,仲夏(芒種から小暑の前日まで)
21172,帆立貝,,季語,夏,
21173,斑猫,,季語,夏,
21174,飯匙倩,,季語,夏,
21175,飯笊,,季語,夏,
21176,飯饐える,,季語,夏,
21177,晩夏,,季語,夏,
21178,晩夏,,季語,夏,晩夏(小暑から立秋の前日まで)
21179,番屋閉づ,,季語,夏,初夏(立夏から芒種の前日まで)
21180,皮剥,,季語,夏,
21181,緋鯉,,季語,夏,
21182,避暑,,季語,夏,晩夏(小暑から立秋の前日まで)
21183,飛燕草,,季語,夏,仲夏(芒種から小暑の前日まで)
21184,飛魚,,季語,夏,
21185,尾山祭,,季語,夏,仲夏(芒種から小暑の前日まで)
21186,枇杷,,季語,夏,仲夏(芒種から小暑の前日まで)
21187,枇杷葉湯,,季語,夏,晩夏(小暑から立秋の前日まで)
21188,眉白,,季語,夏,
21189,美女桜,,季語,夏,
21190,稗蒔,,季語,夏,
21191,稗蒔売,,季語,夏,
21192,菱の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21193,姫瓜,,季語,夏,晩夏(小暑から立秋の前日まで)
21194,姫女苑,,季語,夏,初夏(立夏から芒種の前日まで)
21195,姫芭蕉,,季語,夏,
21196,姫鱒,,季語,夏,
21197,百合の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21198,百草を闘わす,,季語,夏,仲夏(芒種から小暑の前日まで)
21199,百日紅,,季語,夏,仲夏(芒種から小暑の前日まで)
21200,百日草,,季語,夏,晩夏(小暑から立秋の前日まで)
21201,氷を供ず,,季語,夏,初夏(立夏から芒種の前日まで)
21202,氷河,,季語,夏,
21203,氷菓,,季語,夏,
21204,氷室,,季語,夏,晩夏(小暑から立秋の前日まで)
21205,氷室の桜,,季語,夏,晩夏(小暑から立秋の前日まで)
21206,氷水,,季語,夏,
21207,氷売,,季語,夏,
21208,氷餅を祝う,,季語,夏,晩夏(小暑から立秋の前日まで)
21209,瓢の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21210,瓢苗,,季語,夏,初夏(立夏から芒種の前日まで)
21211,病葉,,季語,夏,
21212,苗取,,季語,夏,仲夏(芒種から小暑の前日まで)
21213,苗代苺,,季語,夏,仲夏(芒種から小暑の前日まで)
21214,蒜の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21215,蛭,,季語,夏,
21216,蛭蓆,,季語,夏,
21217,品川祭,,季語,夏,仲夏(芒種から小暑の前日まで)
21218,浜菅,,季語,夏,晩夏(小暑から立秋の前日まで)
21219,浜昼顔,,季語,夏,初夏(立夏から芒種の前日まで)
21220,浜木綿の花,はまゆう,季語,夏,晩夏(小暑から立秋の前日まで)
21221,浜豌豆,はまえんどう,季語,夏,初夏(立夏から芒種の前日まで)
21222,浜靱,,季語,夏,初夏(立夏から芒種の前日まで)
21223,富士詣,,季語,夏,仲夏(芒種から小暑の前日まで)
21224,富士垢離,,季語,夏,仲夏(芒種から小暑の前日まで)
21225,布袋葵,,季語,夏,晩夏(小暑から立秋の前日まで)
21226,府中祭,,季語,夏,初夏(立夏から芒種の前日まで)
21227,敷紙,,季語,夏,
21228,浮人形,,季語,夏,
21229,父の日,,季語,夏,仲夏(芒種から小暑の前日まで)
21230,腐草蛍となる,,季語,夏,晩夏(小暑から立秋の前日まで)
21231,武者人形,,季語,夏,初夏(立夏から芒種の前日まで)
21232,葡萄の花,,季語,夏,初夏(立夏から芒種の前日まで)
21233,風薫る,,季語,夏,
21234,風死す,,季語,夏,晩夏(小暑から立秋の前日まで)
21235,風車の花,,季語,夏,初夏(立夏から芒種の前日まで)
21236,風船虫,,季語,夏,
21237,風知草,,季語,夏,晩夏(小暑から立秋の前日まで)
21238,風蝶草,,季語,夏,晩夏(小暑から立秋の前日まで)
21239,風蘭,,季語,夏,晩夏(小暑から立秋の前日まで)
21240,風鈴,,季語,夏,
21241,風炉茶,,季語,夏,
21242,風露草,,季語,夏,晩夏(小暑から立秋の前日まで)
21243,蕗,,季語,夏,初夏(立夏から芒種の前日まで)
21244,蕗伐,,季語,夏,初夏(立夏から芒種の前日まで)
21245,腹当,,季語,夏,
21246,仏桑花,ぶっそうげ,季語,夏,晩夏(小暑から立秋の前日まで)
21247,仏手柑の花,,季語,夏,初夏(立夏から芒種の前日まで)
21248,仏法僧,,季語,夏,
21249,噴井,,季語,夏,
21250,噴水,,季語,夏,
21251,糞ころがし,,季語,夏,
21252,平鰤,,季語,夏,
21253,柄長,,季語,夏,
21254,米搗虫,,季語,夏,
21255,片蔭,,季語,夏,晩夏(小暑から立秋の前日まで)
21256,片白草,,季語,夏,初夏(立夏から芒種の前日まで)
21257,編笠,,季語,夏,
21258,便追,,季語,夏,
21259,保夜,,季語,夏,
21260,母の日,,季語,夏,初夏(立夏から芒種の前日まで)
21261,菩提樹の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21262,宝鐸草の,,季語,夏,初夏(立夏から芒種の前日まで)
21263,泡盛草,,季語,夏,仲夏(芒種から小暑の前日まで)
21264,頬赤,,季語,夏,
21265,朴の花,,季語,夏,初夏(立夏から芒種の前日まで)
21266,麻,,季語,夏,晩夏(小暑から立秋の前日まで)
21267,麻刈,,季語,夏,晩夏(小暑から立秋の前日まで)
21268,麻地酒,,季語,夏,晩夏(小暑から立秋の前日まで)
21269,柾の花,,季語,夏,
21270,繭,,季語,夏,初夏(立夏から芒種の前日まで)
21271,万年草,,季語,夏,初夏(立夏から芒種の前日まで)
21272,万緑,,季語,夏,
21273,蔓菜,,季語,夏,
21274,蔓手毬,,季語,夏,晩夏(小暑から立秋の前日まで)
21275,蔓梅擬の花,,季語,夏,初夏(立夏から芒種の前日まで)
21276,未央柳,,季語,夏,仲夏(芒種から小暑の前日まで)
21277,蜜柑の花,,季語,夏,初夏(立夏から芒種の前日まで)
21278,蜜豆,,季語,夏,
21279,名越の祓,,季語,夏,晩夏(小暑から立秋の前日まで)
21280,名護蘭,,季語,夏,
21281,明易,,季語,夏,
21282,鳴門柑,,季語,夏,仲夏(芒種から小暑の前日まで)
21283,棉の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21284,棉蒔,,季語,夏,初夏(立夏から芒種の前日まで)
21285,綿菅,,季語,夏,晩夏(小暑から立秋の前日まで)
21286,茂,,季語,夏,
21287,孟夏の旬,,季語,夏,初夏(立夏から芒種の前日まで)
21288,毛虫,,季語,夏,
21289,網戸,,季語,夏,
21290,木の枝払ふ,,季語,夏,
21291,木下闇,,季語,夏,
21292,木耳,,季語,夏,仲夏(芒種から小暑の前日まで)
21293,木食虫,,季語,夏,
21294,木天蓼の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21295,木斛の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21296,木苺,,季語,夏,初夏(立夏から芒種の前日まで)
21297,目高,,季語,夏,
21298,夜の秋,,季語,夏,晩夏(小暑から立秋の前日まで)
21299,夜叉柄杓,,季語,夏,初夏(立夏から芒種の前日まで)
21300,夜振,,季語,夏,
21301,夜鷹,,季語,夏,
21302,夜濯,,季語,夏,晩夏(小暑から立秋の前日まで)
21303,夜釣,,季語,夏,
21304,夜店,,季語,夏,
21305,夜盗虫,,季語,夏,
21306,夜能,,季語,夏,晩夏(小暑から立秋の前日まで)
21307,夜焚,,季語,夏,
21308,野牡丹,,季語,夏,
21309,野外演奏,,季語,夏,晩夏(小暑から立秋の前日まで)
21310,野馬追,,季語,夏,晩夏(小暑から立秋の前日まで)
21311,野蒜の花,,季語,夏,初夏(立夏から芒種の前日まで)
21312,野鶲,,季語,夏,
21313,弥彦燈籠祭,,季語,夏,晩夏(小暑から立秋の前日まで)
21314,矢車,,季語,夏,初夏(立夏から芒種の前日まで)
21315,矢車菊,,季語,夏,仲夏(芒種から小暑の前日まで)
21316,薬玉,,季語,夏,仲夏(芒種から小暑の前日まで)
21317,薬降る,,季語,夏,仲夏(芒種から小暑の前日まで)
21318,薬狩,,季語,夏,仲夏(芒種から小暑の前日まで)
21319,柳川水天宮祭,,季語,夏,初夏(立夏から芒種の前日まで)
21320,柳蘭,,季語,夏,
21321,油桐の花,,季語,夏,初夏(立夏から芒種の前日まで)
21322,油照,,季語,夏,晩夏(小暑から立秋の前日まで)
21323,油団,,季語,夏,
21324,油虫,,季語,夏,
21325,優曇華,,季語,夏,晩夏(小暑から立秋の前日まで)
21326,有無日,,季語,夏,仲夏(芒種から小暑の前日まで)
21327,柚の花,,季語,夏,初夏(立夏から芒種の前日まで)
21328,誘蛾灯,,季語,夏,晩夏(小暑から立秋の前日まで)
21329,夕河岸,,季語,夏,晩夏(小暑から立秋の前日まで)
21330,夕顔,,季語,夏,晩夏(小暑から立秋の前日まで)
21331,夕顔別当,,季語,夏,晩夏(小暑から立秋の前日まで)
21332,夕焼,,季語,夏,晩夏(小暑から立秋の前日まで)
21333,夕菅,,季語,夏,晩夏(小暑から立秋の前日まで)
21334,夕凪,,季語,夏,晩夏(小暑から立秋の前日まで)
21335,夕立,,季語,夏,
21336,余花,,季語,夏,初夏(立夏から芒種の前日まで)
21337,揚羽蝶,,季語,夏,
21338,楊桃,,季語,夏,仲夏(芒種から小暑の前日まで)
21339,羊蹄の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21340,葉捲虫,,季語,夏,
21341,葉桜,,季語,夏,初夏(立夏から芒種の前日まで)
21342,要の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21343,踊子草,,季語,夏,初夏(立夏から芒種の前日まで)
21344,浴衣,,季語,夏,
21345,羅,,季語,夏,晩夏(小暑から立秋の前日まで)
21346,裸,,季語,夏,晩夏(小暑から立秋の前日まで)
21347,雷,,季語,夏,
21348,雷鴫,,季語,夏,
21349,雷鳥,,季語,夏,
21350,雷鳴の陣,,季語,夏,晩夏(小暑から立秋の前日まで)
21351,落し文,,季語,夏,
21352,藍刈,,季語,夏,晩夏(小暑から立秋の前日まで)
21353,利休梅,,季語,夏,初夏(立夏から芒種の前日まで)
21354,李,,季語,夏,仲夏(芒種から小暑の前日まで)
21355,立夏,,季語,夏,初夏(立夏から芒種の前日まで)
21356,立浪草,,季語,夏,初夏(立夏から芒種の前日まで)
21357,葎,,季語,夏,
21358,葎茂る,,季語,夏,晩夏(小暑から立秋の前日まで)
21359,竜舌蘭,,季語,夏,
21360,凌霄の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21361,涼し,涼しさ,季語,夏,
21362,涼み浄瑠璃,,季語,夏,晩夏(小暑から立秋の前日まで)
21363,涼み積塔,,季語,夏,晩夏(小暑から立秋の前日まで)
21364,涼む,"門涼み,橋涼み,涼み舟,納涼船,宵涼み,夕涼み,夜涼み,四条河原の納涼,納涼",季語,夏,晩夏(小暑から立秋の前日まで)
21365,涼風,,季語,夏,晩夏(小暑から立秋の前日まで)
21366,緑陰,,季語,夏,
21367,林間学校,,季語,夏,晩夏(小暑から立秋の前日まで)
21368,瑠璃鶲,,季語,夏,
21369,冷し瓜,,季語,夏,
21370,冷し西瓜,,季語,夏,晩夏(小暑から立秋の前日まで)
21371,冷し中華,,季語,夏,
21372,冷夏,,季語,夏,晩夏(小暑から立秋の前日まで)
21373,冷索麺,,季語,夏,
21374,冷酒,,季語,夏,
21375,冷汁,,季語,夏,
21376,冷蔵庫,,季語,夏,
21377,冷奴,,季語,夏,
21378,冷麦,,季語,夏,
21379,冷房,,季語,夏,晩夏(小暑から立秋の前日まで)
21380,礼拝講,,季語,夏,初夏(立夏から芒種の前日まで)
21381,鈴懸草,,季語,夏,晩夏(小暑から立秋の前日まで)
21382,鈴蘭,,季語,夏,初夏(立夏から芒種の前日まで)
21383,簾,,季語,夏,
21384,練雲雀,,季語,夏,晩夏(小暑から立秋の前日まで)
21385,練供養,,季語,夏,初夏(立夏から芒種の前日まで)
21386,蓮,,季語,夏,晩夏(小暑から立秋の前日まで)
21387,蓮の若根,,季語,夏,晩夏(小暑から立秋の前日まで)
21388,蓮の浮葉,,季語,夏,仲夏(芒種から小暑の前日まで)
21389,蓮の葉,,季語,夏,晩夏(小暑から立秋の前日まで)
21390,蓮見,,季語,夏,晩夏(小暑から立秋の前日まで)
21391,連理草,,季語,夏,初夏(立夏から芒種の前日まで)
21392,露台,,季語,夏,
21393,老鶯,,季語,夏,
21394,六月,,季語,夏,仲夏(芒種から小暑の前日まで)
21395,六日の菖蒲,,季語,夏,仲夏(芒種から小暑の前日まで)
21396,夾竹桃,,季語,夏,仲夏(芒種から小暑の前日まで)
21397,佞武多,,季語,夏,初夏(立夏から芒種の前日まで)
21398,孑孑,,季語,夏,
21399,帚木,,季語,夏,晩夏(小暑から立秋の前日まで)
21400,帷子,,季語,夏,晩夏(小暑から立秋の前日まで)
21401,幟,,季語,夏,初夏(立夏から芒種の前日まで)
21402,幟市,,季語,夏,初夏(立夏から芒種の前日まで)
21403,恙虫,,季語,夏,
21404,捩花,,季語,夏,仲夏(芒種から小暑の前日まで)
21405,旱,,季語,夏,晩夏(小暑から立秋の前日まで)
21406,旱星,,季語,夏,晩夏(小暑から立秋の前日まで)
21407,桷の花,,季語,夏,初夏(立夏から芒種の前日まで)
21408,梟の羹,,季語,夏,仲夏(芒種から小暑の前日まで)
21409,梔子の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21410,棕櫚の花,,季語,夏,初夏(立夏から芒種の前日まで)
21411,棗の花,,季語,夏,初夏(立夏から芒種の前日まで)
21412,楮,,季語,夏,仲夏(芒種から小暑の前日まで)
21413,楝の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21414,楪の花,,季語,夏,初夏(立夏から芒種の前日まで)
21415,槐の花,,季語,夏,晩夏(小暑から立秋の前日まで)
21416,榠櫨の花,,季語,夏,
21417,橙の花,,季語,夏,初夏(立夏から芒種の前日まで)
21418,櫟の花,,季語,夏,初夏(立夏から芒種の前日まで)
21419,溽暑,,季語,夏,晩夏(小暑から立秋の前日まで)
21420,猩々草,,季語,夏,
21421,猩々蠅,,季語,夏,
21422,瘧,,季語,夏,
21423,祗園会,,季語,夏,晩夏(小暑から立秋の前日まで)
21424,筍,"たけのこ,たかうな,竹の子",季語,夏,初夏(立夏から芒種の前日まで)
21425,筍飯,,季語,夏,初夏(立夏から芒種の前日まで)
21426,筍流し,,季語,夏,初夏(立夏から芒種の前日まで)
21427,籠枕,,季語,夏,
21428,簗,,季語,夏,
21429,簟,,季語,夏,
21430,籐椅子,,季語,夏,
21431,籐筵,,季語,夏,
21432,粽,,季語,夏,初夏(立夏から芒種の前日まで)
21433,綟障子,,季語,夏,
21434,縷紅草,,季語,夏,晩夏(小暑から立秋の前日まで)
21435,罌粟の花,,季語,夏,初夏(立夏から芒種の前日まで)
21436,罌粟坊主,,季語,夏,晩夏(小暑から立秋の前日まで)
21437,翡翠,,季語,夏,
21438,艾虎,,季語,夏,仲夏(芒種から小暑の前日まで)
21439,芍薬,,季語,夏,初夏(立夏から芒種の前日まで)
21440,芒種,,季語,夏,仲夏(芒種から小暑の前日まで)
21441,苺,,季語,夏,初夏(立夏から芒種の前日まで)
21442,苺ミルク,,季語,夏,初夏(立夏から芒種の前日まで)
21443,茉莉花,,季語,夏,初夏(立夏から芒種の前日まで)
21444,茴香の花,,季語,夏,仲夏(芒種から小暑の前日まで)
21445,茹小豆,,季語,夏,
21446,茗荷の子,,季語,夏,晩夏(小暑から立秋の前日まで)
21447,萍,,季語,夏,
21448,葭戸,,季語,夏,
21449,葭五位,,季語,夏,
21450,葭切,,季語,夏,
21451,葭簀,,季語,夏,
21452,萵苣の花,,季語,夏,初夏(立夏から芒種の前日まで)
21453,蒿雀,,季語,夏,
21454,蒟蒻の花,,季語,夏,初夏(立夏から芒種の前日まで)
21455,蓴菜,,季語,夏,
21456,蓼,,季語,夏,
21457,薔薇,,季語,夏,初夏(立夏から芒種の前日まで)
21458,藪虱の花,"ヤブジラミ,やぶじらみ,藪虱",季語,夏,晩夏(小暑から立秋の前日まで)
21459,藜,あかざ,季語,夏,
21460,藺,ラン,季語,夏,仲夏(芒種から小暑の前日まで)
21461,藺の花,ランの花,季語,夏,仲夏(芒種から小暑の前日まで)
21462,藺刈る,,季語,夏,晩夏(小暑から立秋の前日まで)
21463,蘿摩,ががいも,季語,夏,晩夏(小暑から立秋の前日まで)
21464,虱,,季語,夏,
21465,蚋,ぶと,季語,夏,
21466,蚯蚓,ミミズ,季語,夏,
21467,蛆,"ウジ,うじ",季語,夏,
21468,蚰蜒,げじげじ,季語,夏,
21469,蛞蝓,なめくじ,季語,夏,
21470,蜈蚣,むかで,季語,夏,
21471,蜻蛉生る,,季語,夏,仲夏(芒種から小暑の前日まで)
21472,蜥蜴,,季語,夏,
21473,蝸牛,,季語,夏,
21474,蝨,だに,季語,夏,
21475,蝮,,季語,夏,
21476,蝙蝠,,季語,夏,
